text,label,category,language
ऋण राशि जारी करने के लिए 5295 रुपये का प्रसंस्करण शुल्क भेजें। यूपीआई: claim-reward15@upi।,1,Advance Payment Scam,hindi
మీ ఆర్డర్ #128219 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
రేపు మధ్యాహ్నం morning కి park లో భోజనానికి కలుద్దామా?,0,None,telugu
"Bhai Karan, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
విదశీ కస్టమ్స్ క్లియరెన్స్ పెనాల్టీ రూ.6257 యూపీఐ: claim-rewаrd97@upi ి పంపండి.,1,Advance Payment Scam,telugu
Lucky Winner! oYu won Rs.246785 in our luckydraw. Paytax fee Rs.501 to UPI: claim-reward1@upi to recevie.,1,Lottery Scam,en
Moving sale: AC Rs.233266 meіn. Home delivery charge Rs.2582 advance pay karein: claіm-rеwаrd34@upi.,1,Marketplace Scam,hinglish
अर्जेंट सेल: सेकेंड हैंड आईफोन 194387 रुपये। बुकिंग शुल्क 1529 रुपये ट्रांसफर करें यूपीआई: claim-reward44@upi।,1,Marketplace Scam,hindi
कल सुबह 5 PM बजे park में मीटिंग तय की गई है।,0,None,hindi
"Hi Ananya, please check the email attachment for project details. Let me know your feedback.",0,None,en
YouTubelike tasks. Eаrn Rs.20021 isntatlny. Сonncet with HR now: +919876540149.,1,Fake Job Scam,en
Aapka mobile ercharge #112514 successfully ho gaya hai. Thank you.,0,None,hinglish
ఆన్‌లైన్జాబ్ భర్తీ: నెలకు రూ.21853. ఉచిత శిక్షణ. లిం్: htpt://win-deals-reawrd-987.net/pay.,1,Fake Job Scam,telugu
"Dear user, you have won a cash prize worth Rs.21677 in KBC lottery. Claim your reward code at UPI: claim-reward34@upi or link http://win-deals-reward-549.net/pay.",1,Lottery Scam,en
"Dear customer, your order #994991 has been dispatched. Track status here.",0,None,en
గూగుల్ మ్యాప్స్ రేటింగ్ టాస్క్. రోజుకు రూ.45312 సంపాదించండి. సంప్రదించండి: +919876553810.,1,Fake Job Scam,telugu
Bhai kal chalna hai kya cafe? Zaroori shopping karni hai.,0,None,hinglish
రేపు మధ్యాహ్నం 5 PM కి park లో భోజనానికి కలుద్దామా?,0,None,telugu
"Can you send the project presentation files by 5 PM today, Suresh? Thanks.",0,None,en
KBC Luсky Draw Winner! Rs.140319 prize jeeta hai. File charges Rs.7470 send karein UPI: claim-reward83@upi.,1,Lottery Scam,hinglish
Work from home vacancy. Salary Rs.60066/month. Daily payout milega. Contact: +919876522218.,1,Fake Job Scam,hinglish
बधाई हो Priya आपके नए काम के लिए! पार्टी Friday को है।,0,None,hindi
"Dear customer, your order #913811 has been dispatched. Track status here.",0,None,en
बिजली बिल 1764 रुपये का भुगतान समय पर करें। धन्यवाद।,0,None,hindi
7 రోజుల్లో మీ డబ్బు రెట్టింపు చేసుకోండి. రోజువారీ 15% లాభం. టెలిగ్రామ్ లింక్: http://win-deals-reward-492.net/pay.,1,Investment Scam,telugu
Mudra loan file verification charge Rs.4714 pay karein UPI: claim-reward51@upi par.,1,Advance Payment Scam,hinglish
कल सुबह evening बजे theater में मीटिंग तय की गई है।,0,None,hindi
"నమస్కారం Rohan, దయచేసి ప్రాజెక్ట్ ఫైల్స్ morning లోగా ఒకసారి తనిఖీ చేయండి.",0,None,telugu
Govt approved high-yield investment scheme. Invest Rs.179234 and get Rs.293626 within a week. UPI: claim-reward69@upi.,1,Investment Scam,en
Passive income system: Invest Rs.46511 аdn receive Rs.244597 monthlу guaratnee returns. UPI: claim-reawrd47@upi.,1,Investment Scam,en
బ్యాంక్ ఖాతా నిలిపివేయబడింది. కేవైసీ పునరుద్ధరణ కోసం క్లిక్ చేయండి: http://win-deals-reward-432.net/pay.,1,Fake KYC Scam,telugu
Sanction charges Rs.6898 bhejeintaaki loan amount trnasfer kiya jasake. Send to UPI: claim-reward32@upi.,1,Advance Payment Scam,hinglish
बधाई हो Sanjay आपके नए काम के लिए! पार्टी Monday को है।,0,None,hindi
बधाई हो Pooja आपके नए काम के लिए! पार्टी today को है।,0,None,hindi
"Can you send hte rpoject presnetation files by 11 AM today, Neha? Thanks.",0,None,en
Sanction fee of Rs.5331 required for PM Mudra Loan. Transfer to UPI: claim-reward70@upi for instant disbursal.,1,Advance Payment Scam,en
KBCLottery Alert: Tikcet #4566 won Rs.90843. Contact agent via WhatspAp: +919876597460 to claim.,1,Lottery Scam,en
మీ మొబైల్ రీఛార్జ్ #713568 విజయవంతంగా పూర్తయింది. ధన్యవాదాలు.,0,None,telugu
పార్సెల్విడదల కోసం కస్టమ్స్ డ్యూటీ రూ.4445 యూపీఐ: claim-reward52@upi కి పంండి.,1,Advance Payment Scam,telugu
పార్సెల్ విడుదల కోసం కస్టమ్స్ డ్యూటీ రూ.5136 యూపీఐ: claim-reward61@upi కి పంపండి.,1,Advance Payment Scam,telugu
Refund credit karne ke liye registration fee Rs.5240 advance send karein: claim-reward45@upi.,1,Advance Payment Scam,hinglish
Paisa double scheme! Rozana 43% proift guaranteed. Tlegeram join karein ya link check kareni: http://win-deals-reward-108.net/pay.,1,Investment Scam,hinglish
Are we still on for lunch Sunday at the theater? Please let me know Rahul.,0,None,en
Invest in high returns startup fund. Turn Rs.86882 into Rs.212613 in 30 days. UPI: claim-reward33@upi.,1,Investment Scam,en
कृपया मुझे मेल पर काम की डिटेल्स 2 PM तक भेजें।,0,None,hindi
"ठीक है Sneha, मैं आपको रिपोर्ट 11 AM पर भेजता हूँ।",0,None,hindi
"Hi Raj, please check the email attachment for project details. Let me know your feedback.",0,None,en
Aaj class chalegi kya Ananya? Mujhe assignment submit karna hai Wednesday.,0,None,hinglish
Congratulations! You won a brand nwe car and cash. Pay Rs.6936 registration fees via UPI: claim-reward92@pui to dispatch.,1,Lottery Scam,en
సాయంత్రం 2 PM కి కాఫీ తాగడానికి metro station కి వెళ్దామా Deepak?,0,None,telugu
Urgent! Earn Rs.43553 daily working from home. Simple YouTube video likes. Contact via WhatsApp: +919876526333.,1,Fake Job Scam,en
Pre-owned acrni mint condition. Total cost Rs.52741. aPy tokn money Rs.4687 to UPI: claim-reward22@upi to reserve.,1,Marketplace Scam,en
Aapka mobile bill pay ho chuka hai. Transaction amount: Rs.2012. Details: #386073.,0,None,hinglish
మీ కరెంట్ బిల్లు రూ.870 గడువు Friday తో ముగుస్తుంది.,0,None,telugu
"ठीक है Karan, मैं आपको रिपोर्ट 10 AM पर भेजता हूँ।",0,None,hindi
क्या आप tomorrow को Deepak के साथ डिनर करेंगे?,0,None,hindi
"Telegram signasl share trading. Rs.117273invest karein, Rs.141115 earnkarein. Link: http//win-deals-reward-849.net/pay.",1,Investment Scam,hinglish
"Neha, सुनो, क्या कल शाम को चलें station घूमने?",0,None,hindi
Aaj class chalegi kya Suresh? Mujhe assignment submit karna hai today.,0,None,hinglish
Aapka moblie rechrage #105838 successfully ho gaya hai. Thakn you.,0,None,hinglish
Urgent! Earn Rs.198876 daily working from home. Simple YouTube video likes. Contact via WhatsApp: +919876598399.,1,Fake Job Scam,en
క్రప్టో ట్రేడింగ్ బాట్: రూ.63558 పెట్టుబడికి రోజువారీ 36% లభం. లింక్: http://win-deals-rеward-639.net/apy.,1,Investment Scam,telugu
क्या आप Friday को Vijay के साथ डिनर करेंगे?,0,None,hindi
"Dear uesr, your mobile SIM card will be deatcviated. Verify Aadhar immediaelty at: http://windeals-reward-36.net/pay or call +919876538121.",1,Fake KYC Scam,en
7 రోుల్లో మీ డబ్బు రెట్టిం చేసుకోండి. రోజువరీ 33% లాం. టెలిగ్రామ్లింక్: htpt://wni-deals-reward-228.net/pay.,1,Investment Scam,telugu
మీ డబ్బు 5 రోజుల్లో రెట్ింపు. ప్రభుత్వగుర్తింపు పొందిన పథకం. యూపీఐ: claim-reward82@upi.,1,Investment Scam,telugu
क्या आप today को Vikram के साथ डिनर करेंगे?,0,None,hindi
Lucky Winner! You won Rs.21859 in our lucky draw. Pay tax fee Rs.6883 to UPI: claim-reward48@upi to receive.,1,Lottery Scam,en
"Bhai free ho to call karna Monday 10 AM par, urgent kaam hai.",0,None,hinglish
"Bhai Rohan, ghar kab tak aayega? Khana thanda ho raha hai.",0,None,hinglish
कल सुबह 5 PM बजे cafe में मीटिंग तय की गई है।,0,None,hindi
పార్సెల్ విడుదలకోసం కస్టమ్స్ డ్యూటీ రూ.5265 యూపీఐ: claim-reward59@upi కి పంపండి.,1,Advance Payment Scam,telugu
KBC cash prize Rs.202667 credited to your name. Pay file processing fee Rs.5950 to UPI: claim-reward17@upi.,1,Lottery Scam,en
कृपया मुझे मेल पर काम की डिटेल्स 10 AM तक भेजें।,0,None,hindi
పేటిఎమ్ కేవైసీ పెండింగ్ ఉంది. ఖాతా నిలిపివేయబడకుండా ఉండటానికి కాల్ చేయండి: +919876525503.,1,Fake KYC Scam,telugu
ఇంట్లో కూర్చుని రోజకు ర.24269సంపాదించండి. యూట్యూబ్ వీియోలను లైక్ చేయండి: +919876560032.,1,Fake Job Scam,telugu
KB Lottery Alert: Tickte #2667 won Rs.176847. Contact agent via WhatsApp +919876529388toclaim.,1,Lottery Scam,en
Urgеnt sale: Smart TV for Rs.38264. aPRs.7058 booknig amount iva UIP: claіm-reward80@upi to hold.,1,Marketplace Scam,en
घर क सामान बचना है। एलसीडी टीवी 62775 रुपये। अग्रिम डिपोज़िट 5714 रुपये यूपीआई: claim-reward25@upi।,1,Marketplace Scam,hindi
Aapka mobile recharge #775953 successfully ho gaya hai. Thank you.,0,None,hinglish
Are we still on for lunch Friday at the park? Please let me know Karan.,0,None,en
మీ ఆర్డర్ #318578 విజయవంతంగా డెలివరీ చేయబడింది.,0,None,telugu
